"Texte_Descriptif";"APE_Propose";"APE_DV2";"APE_DV3";"Selection";"Nature_Activites";"CodeRetour_DV2"
"LIVRAISON DE COURSES A DOMICILE";;"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE COURSES A DOMICILE";;"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE COURSES A DOMICILE";;"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE COURSES A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE COURSES A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE COURSES A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE COURSES A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE COURSES A DOMICILE";"RAS";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE COURSES A DOMICILE";"RAS";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS";"5320H";"5320H";"5320H";1;;"SUCCES_ECHO"
"LIVRAISON DE REPAS";"/";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE";"5320H";"5320H";"5320H";1;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE";"/";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE";"RAS";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE A VELO";"5320H";"5320H";"5320H";1;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE A VELO";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE A VELO";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE A VELO";"RAS";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE A VELO.";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE A VELO.";"/";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE.";"5320H";"5320H";"5320H";1;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE.";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE.";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS A DOMICILE.";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DE REPAS.";"5320H";"5320H";"5320H";1;;"SUCCES_ECHO"
"LIVRAISON DE REPAS.";;"5320H";"5320H";;;"SUCCES_ECHO"
"LIVRAISON DOMICILE";"5320H";"5320H";"5320G";;;"SUCCES_ECHO"
"LIVRAISON DOMICILE";"5320G";"5320H";"5320G";;;"SUCCES_ECHO"
"LIVRAISON DOMICILE";"5320H";"5320H";"5320G";;;"SUCCES_ECHO"
"LIVRAISON DOMICILE";"RAS";"5320H";"5320G";;;"SUCCES_ECHO"
"LIVRAISONS A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVRAISONS A VELO";"5320H";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"/";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320H";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";;"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"NC";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"NC";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G / 5320H";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G / 5320H";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320H";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320H";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR A VELO";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"LIVREUR DE REPAS";"5320H";"5320H";"5320H";1;;"SUCCES_ECHO"
"LIVREUR DE REPAS";;"5320H";"5320H";;;"SUCCES_ECHO"
"LIVREUR UBER EAT";"5320H";"5320H";"5320H";1;;"SUCCES_ECHO"
"LIVREUR UBER EAT";"/";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVREUR UBER EATS";"5320G";"5320H";"5320H";;;"SUCCES_ECHO"
"LIVREUR UBER EATS";"5320H";"5320H";"5320H";;;"SUCCES_ECHO"
"LMNP";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LMNP";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LMNP";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LMNP AU REGIME REEL SIMPLIFIE D'IMPOSITION";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LMNP AU REGIME REEL SIMPLIFIE D'IMPOSITION";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LMNP AU REGIME REEL SIMPLIFIE D'IMPOSITION";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LMNP AU REGIME REEL SIMPLIFIE D'IMPOSITION";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION D'UN LOGEMENT MEUBLE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION D'UN LOGEMENT MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION D'UN MEUBLE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION D'UN MEUBLE";"6820G par défaut";"5590Y";"6820G";;;"SUCCES_ECHO"
"Location d’une résidence secondaire";"5520Y";"5520Y";"5510Y";1;;"SUCCES_ECHO"
"location de chapiteau";"7739Y";"7739Y";"7721Y";;;"SUCCES_ECHO"
"LOCATION DE LOGEMENT MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE LOGEMENT MEUBLE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES";"NC";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES";"6820G par défaut";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES NON PROFESSIONNELLE DE LONGUE DUREE";"6820G";"6820G";"5520Y";1;;"SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES NON PROFESSIONNELLE DE LONGUE DUREE";;"6820G";"5520Y";;;"SUCCES_ECHO"
"LOCATION DE MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE MEUBLE";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE MEUBLE";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE MEUBLES";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION DE VOITURE AVEC CHAUFFEUR";"/";"4933H";"7711Y";;;"SUCCES_ECHO"
"LOCATION DE VOITURE AVEC CHAUFFEUR";"4933H";"4933H";"7711Y";;;"SUCCES_ECHO"
"LOCATION DE VOITURES AVEC CHAUFFEUR";"4933H";"4933H";"7711Y";;;"SUCCES_ECHO"
"LOCATION DE VOITURES AVEC CHAUFFEUR";"4933H";"4933H";"7711Y";1;;"SUCCES_ECHO"
"LOCATION DE VOITURES AVEC CHAUFFEUR";"4933H";"4933H";"7711Y";;;"SUCCES_ECHO"
"LOCATION DE VOITURES AVEC CHAUFFEUR";"4933H";"4933H";"7711Y";;;"SUCCES_ECHO"
"LOCATION EN MEUBLE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION EN MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION EN MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION EN MEUBLE";"6820G par défaut";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION EN MEUBLE";"6819G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION EN MEUBLE";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION IMMOBILIERE EN MEUBLE";"6820G";"5590Y";"6820H";;;"SUCCES_ECHO"
"LOCATION IMMOBILIERE EN MEUBLE";"6820G";"5590Y";"6820H";1;;"SUCCES_ECHO"
"LOCATION LOGEMENT MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION LOGEMENT MEUBLE";"6819G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION LOGEMENT MEUBLE";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION LOGEMENT MEUBLE";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"5590Y";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"5520Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"5520Y ou 6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6819G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"Location meublée";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION MEUBLEE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION MEUBLEE 6820A";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION MEUBLEE 6820A";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE 6820A";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION MEUBLEE 6820A";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE EN RESIDENCE DE SERVICES AVEC BAIL COMMERCIAL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE EN RESIDENCE DE SERVICES AVEC BAIL COMMERCIAL";"6820H";"5590Y";"6820G";;;"SUCCES_ECHO"
"Location meublée en résidence de services avec bail commercial";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION MEUBLEE NON PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE NON PROFESSIONNEL";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION MEUBLEE NON PROFESSIONNELLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE NON PROFESSIONNELLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE NON PROFESSIONNELLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE NON PROFESSIONNELLE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"Location meublée non professionnelle";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"Location meublée non professionnelle";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"Location meublée non professionnelle";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLEE PROFESSIONNELLE";"6819G";"5590Y";"5510Y";;;"SUCCES_ECHO"
"LOCATION MEUBLEE PROFESSIONNELLE";"5590Y";"5590Y";"5510Y";;;"SUCCES_ECHO"
"LOCATION MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATION MEUBLES";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATION SIMPLE DE LONGUE DUREE A DES ENTREPRISES EXERCANT UNE ACTIVITE DANS LES DOM DE TOUS BIENS MOBILIERS ET IMMOBILIERS";"7739Y";"7739Y";"6820H";;;"SUCCES_ECHO"
"LOCATION SIMPLE DE LONGUE DUREE A DES ENTREPRISES EXERCANT UNE ACTIVITE DANS LES DOM DE TOUS BIENS MOBILIERS ET IMMOBILIERS";"7739Y";"7739Y";"6820H";;;"SUCCES_ECHO"
"LOCATION SIMPLE DE LONGUE DUREE A DES ENTREPRISES EXERCANT UNE ACTIVITE DANS LES DOM DE TOUS BIENS MOBILIERS ET IMMOBILIERS.";"NC";"7739Y";"6820H";;;"SUCCES_ECHO"
"LOCATION SIMPLE DE LONGUE DUREE A DES ENTREPRISES EXERCANT UNE ACTIVITE DANS LES DOM DE TOUS BIENS MOBILIERS ET IMMOBILIERS.";"7739Y";"7739Y";"6820H";;;"SUCCES_ECHO"
"LOCATIONS MEUBLEES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATIONS MEUBLEES";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOCATIONS MEUBLEES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATIONS MEUBLEES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATIONS MEUBLEES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOCATIONS MEUBLEES";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"Loeur meublé non professionnel";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"Logistique et gestion d’équipes";"5225Y";"5225Y";"8210Y";;;"SUCCES_ECHO"
"Loueur de fond artisanal taxi";"7740H";"6820H";"6820H";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOUEUR DE MEUBLE";"6819G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLE";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLE DANS LE CADRE DE L'ECONOMIE COLLABORATIVE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOUEUR DE MEUBLE DANS LE CADRE DE L'ECONOMIE COLLABORATIVE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"loueur de meublé saisonnier";"5590Y";"5520Y";"5520Y";1;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"5520Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"NC";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR DE MEUBLES";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE";"6820G par défaut";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESIONNEL";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESIONNEL";;"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESIONNEL";"6819G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESIONNEL";"6820G";"6820G";"6820G";1;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";1;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";1;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";1;;"SUCCES_ECHO"
"Loueur en meuble non professionnel - code APE 6820A";"6820G";"6820G";"6820G";1;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNELLE";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE NON PROFESSIONNELLE";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"5520Y ou 6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"5520Y ou 6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL";"5590Y";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL.";;"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLE PROFESSIONNEL.";"6820G par défaut";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLEE NON PROFESSIONNEL";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOUEUR EN MEUBLEE NON PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLEE NON PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLEE NON PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLEE NON PROFESSIONNEL EN RESIDENCE DE SERVICES";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOUEUR EN MEUBLEE NON PROFESSIONNEL EN RESIDENCE DE SERVICES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR EN MEUBLES";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLE";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";1;;"SUCCES_ECHO"
"LOUEUR MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLE NON PROFESSIONNEL";"6820G";"6820G";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOUEUR MEUBLE PROFESSIONNEL";"6820G";"5590Y";"6820G";1;;"SUCCES_ECHO"
"LOUEUR MEUBLE PROFESSIONNEL";;"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLEE NON PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"LOUEUR MEUBLEE NON PROFESSIONNEL";"6820G";"5590Y";"6820G";;;"SUCCES_ECHO"
"MACON";"4391Y";"4391Y";"4391Y";1;;"SUCCES_ECHO"
"MACON";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE";"4391Y";"4391Y";"4391Y";1;;"SUCCES_ECHO"
"MACONNERIE";"RAS";"4391Y";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";1;;"SUCCES_ECHO"
"MACONNERIE GENERALE";"/";"4391Y";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";1;;"SUCCES_ECHO"
"MACONNERIE GENERALE";;"4391Y";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE GENERALE";;"4391Y";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE GENERALE RENOVATION";"4391Y";"4399H";"4391Y";1;;"SUCCES_ECHO"
"MACONNERIE GENERALE RENOVATION";"4391Y";"4399H";"4391Y";;;"SUCCES_ECHO"
"MACONNERIE GENERALE.";"4391Y";"4391Y";"4391Y";1;;"SUCCES_ECHO"
"MACONNERIE GENERALE.";;"4391Y";"4391Y";;;"SUCCES_ECHO"
"Maître d'œuvre en rénovation TCE - Formateur dans le Bâtiment.";"7499Y";"7499Y";"7499Y";;;"SUCCES_ECHO"
"MANDATAIRE EN IMMOBILIER INSCRIT AU RSAC";"6831Y";"6831Y";"6831Y";1;;"SUCCES_ECHO"
